Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
Layer 2,2,0.4048,0.0023,0.3909,wav2vec2,MSP-Podcast,20
Layer 3,3,0.4043,0.0014,0.3919,wav2vec2,MSP-Podcast,20
Layer 4,4,0.4081,0.0043,0.3951,wav2vec2,MSP-Podcast,20
Layer 5,5,0.4108,0.0029,0.3989,wav2vec2,MSP-Podcast,20
Layer 6,6,0.421,0.0077,0.409,wav2vec2,MSP-Podcast,20
Layer 7,7,0.4194,0.003,0.4085,wav2vec2,MSP-Podcast,20
Layer 8,8,0.411,0.0029,0.4016,wav2vec2,MSP-Podcast,20
Layer 9,9,0.4153,0.0036,0.4064,wav2vec2,MSP-Podcast,20
Layer 10,10,0.4171,0.0028,0.4067,wav2vec2,MSP-Podcast,20
Layer 11,11,0.4134,0.0069,0.4027,wav2vec2,MSP-Podcast,20
Layer 12,12,0.425,0.006,0.4145,wav2vec2,MSP-Podcast,20
Layer 13,13,0.4181,0.0031,0.4086,wav2vec2,MSP-Podcast,20
Layer 14,14,0.4207,0.0054,0.4126,wav2vec2,MSP-Podcast,20
Layer 15,15,0.4129,0.0057,0.4054,wav2vec2,MSP-Podcast,20
Layer 16,16,0.4155,0.0076,0.4063,wav2vec2,MSP-Podcast,20
Layer 17,17,0.4159,0.0051,0.4053,wav2vec2,MSP-Podcast,20
Layer 18,18,0.4087,0.005,0.3965,wav2vec2,MSP-Podcast,20
Layer 19,19,0.4121,0.005,0.3983,wav2vec2,MSP-Podcast,20
Layer 20,20,0.4102,0.0032,0.3936,wav2vec2,MSP-Podcast,20
Layer 21,21,0.4108,0.0066,0.3912,wav2vec2,MSP-Podcast,20
Layer 22,22,0.4087,0.0068,0.3865,wav2vec2,MSP-Podcast,20
Layer 23,23,0.396,0.0079,0.3733,wav2vec2,MSP-Podcast,20
Layer 24,24,0.3816,0.0112,0.3555,wav2vec2,MSP-Podcast,20
CNN,0,0.4201,0.0042,0.3707,wav2vec2,MSP-Podcast,5
Layer 1,1,0.3964,0.0048,0.3725,wav2vec2,MSP-Podcast,5
Layer 2,2,0.3937,0.0088,0.3749,wav2vec2,MSP-Podcast,5
Layer 3,3,0.3911,0.0056,0.3756,wav2vec2,MSP-Podcast,5
Layer 4,4,0.4006,0.0065,0.3837,wav2vec2,MSP-Podcast,5
Layer 5,5,0.3914,0.011,0.3755,wav2vec2,MSP-Podcast,5
Layer 6,6,0.3966,0.0037,0.3828,wav2vec2,MSP-Podcast,5
Layer 7,7,0.3948,0.0035,0.3807,wav2vec2,MSP-Podcast,5
Layer 8,8,0.3951,0.0077,0.3816,wav2vec2,MSP-Podcast,5
Layer 9,9,0.4008,0.0054,0.3894,wav2vec2,MSP-Podcast,5
Layer 10,10,0.3987,0.0058,0.3863,wav2vec2,MSP-Podcast,5
Layer 11,11,0.3965,0.0107,0.3857,wav2vec2,MSP-Podcast,5
Layer 12,12,0.396,0.0051,0.3857,wav2vec2,MSP-Podcast,5
Layer 13,13,0.4014,0.0035,0.3922,wav2vec2,MSP-Podcast,5
Layer 14,14,0.3989,0.0086,0.3885,wav2vec2,MSP-Podcast,5
Layer 15,15,0.3999,0.006,0.3896,wav2vec2,MSP-Podcast,5
Layer 16,16,0.3979,0.0077,0.3879,wav2vec2,MSP-Podcast,5
Layer 17,17,0.3951,0.0088,0.3824,wav2vec2,MSP-Podcast,5
Layer 18,18,0.3985,0.0114,0.3858,wav2vec2,MSP-Podcast,5
Layer 19,19,0.4035,0.0114,0.388,wav2vec2,MSP-Podcast,5
Layer 20,20,0.3969,0.008,0.3785,wav2vec2,MSP-Podcast,5
Layer 21,21,0.3944,0.0035,0.3745,wav2vec2,MSP-Podcast,5
Layer 22,22,0.3889,0.0069,0.3653,wav2vec2,MSP-Podcast,5
Layer 23,23,0.3794,0.0048,0.3543,wav2vec2,MSP-Podcast,5
Layer 24,24,0.364,0.0036,0.3359,wav2vec2,MSP-Podcast,5
